operator,class,bugSeverity,stubborn,killed,subject,categories,labels,testRequirement,candidate
SubtreeMove,noneq,1.0,2.0,False,mantisbt,['wrongPosition'],"['css', 'cosmetic']",['assert'],SubtreeMove_AddProjectWrongTest_37_-HTML1-BODY1-TABLE1-TBODY1-TR1-TD2-SPAN1
EventHandlerAdd,noneq,2.5,3.0,False,mantisbt,['brokenEventHandling'],['wrongPage'],"['execute', 'executeAssertImmediate']",EventHandlerAdd_AddUserTest_37_-HTML1-BODY1-DIV6-FORM1-TABLE1-TBODY1-TR17-TD2-SELECT1-OPTION12
TextDelete,noneq,2.0,2.0,False,mantisbt,['missingElements'],['missingInfo'],['assert'],TextDelete_UpdateIssuePriorityTest_38_-HTML1-BODY1-TABLE3-TBODY1-TR6-TD2
EventHandlerAdd,noneq,2.5,3.0,False,mantisbt,['brokenEventHandling'],"['codeError', 'wrongPage']",['executeAssertImmediate'],EventHandlerAdd_AddCategoryTest_36_-HTML1-BODY1-A3-DIV3-TABLE1-TBODY1-TR3-TD3
StyleColor,noneq,0.5,2.0,False,mantisbt,['wrongColor'],['cosmetic'],['assert'],StyleColor_AddUserTest_34_-HTML1-BODY1-TABLE2-TBODY1-TR1-TD1-A6
StyleVisibility,noneq,2.5,2.0,False,mantisbt,['missingElements'],"['missingInfo', 'wrongPage']",['execute'],StyleVisibility_AddProjectWrongTest_37_-HTML1-BODY1-TABLE1-TBODY1-TR1-TD3-A1
SubtreeMove,noneq,2.0,2.0,False,mantisbt,['unExpectedElements'],['missingInfo'],['assert'],SubtreeMove_AddIssueEmptyTest_33_-HTML1-BODY1-DIV3-TABLE1-TBODY1-TR1-TD2-TABLE1-TBODY1-TR1-TD1-SPAN1
StyleSize,noneq,1.0,2.0,False,mantisbt,"['wrongSize', 'wrongPosition']","['css', 'cosmetic']",['assert'],StyleSize_AddUserTest_37_-HTML1-BODY1-DIV6-FORM1-TABLE1-TBODY1-TR6-TD2-SELECT1
StyleVisibility,noneq,2.5,2.0,False,mantisbt,"['missingElements', 'brokenEventHandling']","['missingInfo', 'wrongPage']",['execute'],StyleVisibility_AddIssueTest_44_-HTML1-BODY1-DIV3-FORM1-TABLE1-TBODY1-TR3
SubtreeDelete,noneq,2.5,2.0,True,mantisbt,['missingElements'],"['missingInfo', 'wrongPage']",['execute'],SubtreeDelete_AddProjectTest_36_-HTML1-BODY1-TABLE2
EventHandlerReplace,noneq,2.5,3.0,False,mantisbt,['brokenEventHandling'],['codeError'],"['execute', 'executeAssertImmediate']",EventHandlerReplace_AddIssueTest_44_-HTML1-BODY1-DIV3-FORM1-TABLE1-TBODY1-TR1-TD4-A1
SubtreeMove,noneq,1.0,2.0,False,mantisbt,['wrongPosition'],"['css', 'cosmetic']",['assert'],SubtreeMove_AddUserTest_42_-HTML1-BODY1-DIV3-FORM1-TABLE1-TBODY1-TR1
SubtreeMove,noneq,2.0,2.0,True,mantisbt,['missingElements'],['missingInfo'],['assert'],SubtreeMove_ViewSummaryIssueTest_35_-HTML1-BODY1-TABLE3-TBODY1-TR2-TD1-TABLE1-TBODY1
AttributeDelete,noneq,2.5,3.0,False,mantisbt,['brokenLink'],['wrongPage'],['executeAssertImmediate'],AttributeDelete_AddIssueEmptyTest_33_-HTML1-BODY1-DIV3-TABLE1-TBODY1-TR1-TD2-TABLE1-TBODY1-TR1-TD1-SPAN1-A1
StyleVisibility,noneq,1.0,2.0,False,mantisbt,"['missingElements', 'wrongPosition']","['cosmetic', 'missingInfo', 'css']","['assert', 'execute']",StyleVisibility_UpdateIssuePriorityTest_38_-HTML1-BODY1-A4-DIV1-TABLE1-TBODY1-TR5-TD2
SubtreeDelete,noneq,2.5,3.0,False,mantisbt,"['missingElements', 'brokenEventHandling']","['codeError', 'missingInfo']",['executeAssertImmediate'],SubtreeDelete_AddUserTest_54_-HTML1-BODY1-DIV6-TABLE1-TBODY1-TR4
EventHandlerAdd,noneq,2.5,3.0,False,mantisbt,['brokenEventHandling'],['codeError'],['executeAssertImmediate'],EventHandlerAdd_AddMultipleUsersTest_58_-HTML1-BODY1-TABLE3-TBODY1-TR4-TD4
StyleVisibility,noneq,1.0,2.0,False,mantisbt,['missingElements'],"['missingInfo', 'cosmetic', 'css']",['assert'],StyleVisibility_AddUserTest_37_-HTML1-BODY1-DIV6-FORM1-TABLE1-TBODY1-TR9-TD1
StyleSize,noneq,1.0,2.0,False,mantisbt,"['wrongPosition', 'wrongSize']","['cosmetic', 'css']",['assert'],StyleSize_AssignIssueTest_39_-HTML1-BODY1-FORM1-TABLE1-TBODY1-TR2
StyleVisibility,noneq,2.0,2.0,False,mantisbt,['missingElements'],['missingInfo'],['assert'],StyleVisibility_UpdateIssueStatusAcknowledgedTest_38_-HTML1-BODY1-A4-DIV1-TABLE1-TBODY1-TR7-TD1
StyleColor,noneq,1.0,2.0,False,mantisbt,['wrongColor'],"['cosmetic', 'css']",['assert'],StyleColor_LoginNegativeTest_33_-HTML1-BODY1-DIV3-FORM1-TABLE1-TBODY1-TR3-TD1
StyleColor,eq,0.5,0.0,False,mantisbt,['none'],['none'],['none'],StyleColor_UpdateIssueStatusAcknowledgedTest_38_-HTML1-BODY1-A4-DIV1-TABLE1-TBODY1-TR9-TD2
StyleColor,eq,0.5,0.0,False,mantisbt,['none'],['none'],['none'],StyleColor_UpdateIssueStatusAssignedTest_38_-HTML1-BODY1-TABLE1-TBODY1-TR1-TD3-A1
SubtreeInsert,noneq,2.0,2.0,False,ppma,['unExpectedElements'],['missingInfo'],['assert'],SubtreeInsert_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL2-LI1
StylePosition,noneq,1.0,2.0,True,ppma,['wrongPosition'],"['cosmetic', 'css']",['assert'],StylePosition_PasswordManagerAssignTagToEntryTest_64_-HTML1-BODY1-DIV1-DIV1-ASIDE1-DIV3
SubtreeDelete,noneq,2.5,2.0,False,ppma,"['missingElements', 'brokenEventHandling']","['codeError', 'missingInfo']",['assert'],SubtreeDelete_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV2
SubtreeInsert,noneq,2.0,2.0,False,ppma,['unExpectedElements'],['missingInfo'],['assert'],SubtreeInsert_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI4
SubtreeMove,noneq,2.5,2.0,True,ppma,"['brokenLink', 'missingElements']","['wrongPage', 'missingInfo']",['assert'],SubtreeMove_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV2
StylePosition,noneq,2.5,2.0,True,ppma,"['missingElements', 'brokenLink']","['missingInfo', 'wrongPage']",['execute'],StylePosition_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI2-A1
SubtreeDelete,noneq,2.5,1.0,False,ppma,"['brokenLink', 'missingElements']","['missingInfo', 'wrongPage']",['find'],SubtreeDelete_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI1-UL1-LI5
SubtreeInsert,noneq,2.5,2.0,True,ppma,"['wrongPosition', 'unExpectedElements', 'brokenEventHandling']","['missingInfo', 'codeError']",['execute'],SubtreeInsert_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI1-UL1
StyleColor,noneq,0.5,2.0,False,ppma,['wrongColor'],['cosmetic'],['assert'],StyleColor_PasswordManagerAssignTagToEntryTest_67_-HTML1-BODY1-DIV1-DIV1-DIV1-P2-A1
TextDelete,noneq,2.0,2.0,False,ppma,['missingElements'],['missingInfo'],['assert'],TextDelete_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV2-DIV1
TextReplace,noneq,2.0,2.0,False,ppma,['unExpectedElements'],['missingInfo'],['assert'],TextReplace_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-DIV1-DIV1-FORM1-LABEL2
TextDelete,noneq,2.0,2.0,False,ppma,['missingElements'],['missingInfo'],['assert'],TextDelete_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-DIV1-ASIDE1-DIV2-I1
AttributeReplace,noneq,2.5,3.0,False,ppma,['brokenLink'],['wrongPage'],['executeAssertImmediate'],AttributeReplace_PasswordManagerAssignTagToEntryTest_71_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV3-TABLE1-TBODY1-TR1-TD4-A5
TextReplace,noneq,2.0,2.0,True,ppma,['wrongElements'],['missingInfo'],['assert'],TextReplace_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV3-TABLE1-TBODY1-TR3-TD2
TextReplace,noneq,2.0,2.0,True,ppma,['wrongElements'],['missingInfo'],['assert'],TextReplace_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI4-A1
AttributeDelete,noneq,2.5,3.0,False,ppma,['brokenLink'],['codeError'],['executeAssertImmediate'],AttributeDelete_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI3-UL1-LI1-A1
StyleVisibility,noneq,2.0,2.0,False,ppma,['missingElements'],['missingInfo'],['assert'],StyleVisibility_PasswordManagerAddMultipleEntriesTest_63_-HTML1-BODY1-DIV1-DIV1-ASIDE1-DIV2-UL1-LI1-A1
StyleSize,noneq,1.0,2.0,False,ppma,"['wrongSize', 'wrongPosition']","['cosmetic', 'css']",['assert'],StyleSize_PasswordManagerSearchAndRemoveMultipleTagsTest_45_-HTML1-BODY1-DIV1-FOOTER1-DIV1-A3
TextDelete,noneq,2.0,2.0,True,ppma,['missingElements'],['missingInfo'],['assert'],TextDelete_PasswordManagerSearchEntryByTagListTest_34_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI3-A1
TextReplace,noneq,2.0,2.0,False,ppma,['wrongElements'],['missingInfo'],['assert'],TextReplace_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-DIV1-DIV1-P1-B2
AttributeDelete,noneq,2.5,3.0,False,ppma,['brokenLink'],['wrongPage'],['executeAssertImmediate'],AttributeDelete_PasswordManagerCheckUsedTagsTest_85_-HTML1-BODY1-DIV1-DIV1-ASIDE1-DIV2-UL1-LI1-A1
StyleColor,noneq,0.5,2.0,False,ppma,"['none', 'wrongColor']",['cosmetic'],['assert'],StyleColor_PasswordManagerSearchEntryByTagsTest_67_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI3
StyleColor,noneq,1.0,2.0,False,ppma,['wrongColor'],"['cosmetic', 'css']",['assert'],StyleColor_PasswordManagerEditTagTest_36_-HTML1-BODY1-DIV1-DIV1
StyleVisibility,noneq,2.5,2.0,False,ppma,"['missingElements', 'brokenLink']","['missingInfo', 'wrongPage']",['execute'],StyleVisibility_PasswordManagerAssignTagToEntryTest_83_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV1
StylePosition,noneq,2.5,2.0,True,ppma,['missingElements'],"['missingInfo', 'wrongPage']",['execute'],StylePosition_PasswordManagerSearchEntryByTagListTest_34_-HTML1-BODY1-DIV1
AttributeReplace,noneq,2.5,4.0,True,ppma,['brokenEventHandling'],"['codeError', 'missingInfo']",['executeAssertPropagated'],AttributeReplace_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-DIV1-DIV1-FORM1-INPUT5
StylePosition,noneq,1.0,2.0,False,ppma,['wrongPosition'],"['css', 'cosmetic']",['assert'],StylePosition_PasswordManagerCheckUsedTagsTest_75_-HTML1-BODY1-DIV1-DIV1-DIV1
AttributeDelete,noneq,2.5,3.0,False,ppma,['brokenLink'],['wrongPage'],['executeAssertImmediate'],AttributeDelete_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI3-UL1-LI1-A1
SubtreeDelete,noneq,2.5,1.0,True,ppma,"['brokenLink', 'missingElements']","['wrongPage', 'missingInfo']",['find'],SubtreeDelete_PasswordManagerCheckEntryTagsRemovedTest_33_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV3-TABLE1-TBODY1-TR1
SubtreeDelete,noneq,2.5,3.0,True,ppma,['brokenEventHandling'],['codeError'],['executeAssertImmediate'],SubtreeDelete_PasswordManagerCheckUsedTagsTest_42_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV1
TextInsert,noneq,2.0,2.0,False,ppma,['unExpectedElements'],['missingInfo'],['assert'],TextInsert_PasswordManagerCheckUsedTagsTest_85_-HTML1-BODY1-DIV1-DIV1-ASIDE1-DIV3-DIV1-I1
StyleColor,noneq,0.5,2.0,False,ppma,['wrongColor'],['cosmetic'],['assert'],StyleColor_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV3-TABLE1-TBODY1-TR3-TD4-A4
SubtreeMove,noneq,0.5,2.0,True,ppma,['wrongPosition'],['cosmetic'],['assert'],SubtreeMove_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL2
SubtreeDelete,noneq,2.5,1.0,True,ppma,"['missingElements', 'brokenLink']","['missingInfo', 'wrongPage']",['find'],SubtreeDelete_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI2-UL1
StylePosition,noneq,2.0,2.0,True,ppma,"['wrongPosition', 'missingElements']","['css', 'missingInfo']","['execute', 'assert']",StylePosition_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI4-UL1-LI2-A1
TextReplace,noneq,2.0,2.0,False,ppma,['wrongElements'],['missingInfo'],['assert'],TextReplace_PasswordManagerCheckUsedTagsTest_75_-HTML1-BODY1-DIV1-FOOTER1-DIV1-A3
StyleColor,noneq,0.5,2.0,False,ppma,['wrongColor'],['cosmetic'],['assert'],StyleColor_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI2-UL1-LI2-A1
StyleColor,noneq,1.0,2.0,False,ppma,['wrongColor'],"['cosmetic', 'css']",['assert'],StyleColor_PasswordManagerAssignTagToEntryTest_71_-HTML1-BODY1-DIV1-DIV1-ASIDE1-DIV2-UL1-LI1-A1
AttributeAdd,noneq,2.5,2.0,False,ppma,['brokenEventHandling'],['codeError'],"['assert', 'execute']",AttributeAdd_PasswordManagerAddEntryTest_43_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI1-UL1-LI7-A1
SubtreeDelete,noneq,2.5,1.0,False,ppma,"['brokenLink', 'missingElements']","['missingInfo', 'wrongPage']",['find'],SubtreeDelete_PasswordManagerAssignTagToEntryTest_67_-HTML1-BODY1-DIV1-DIV1-DIV1-P2
SubtreeDelete,noneq,2.5,1.0,False,ppma,"['missingElements', 'brokenLink']","['missingInfo', 'wrongPage']",['find'],SubtreeDelete_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI3-UL1
StyleVisibility,noneq,2.5,1.0,True,ppma,"['missingElements', 'brokenEventHandling']","['authentication', 'missingInfo', 'codeError']",['find'],StyleVisibility_PasswordManagerAddEntryTest_29_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV1-FORM1-DIV1-DIV1-INPUT1
TextDelete,noneq,2.0,2.0,False,ppma,['missingElements'],['missingInfo'],['assert'],TextDelete_PasswordManagerAssignTagToEntryTest_71_-HTML1-BODY1-DIV1-FOOTER1-DIV1-A2
SubtreeMove,noneq,2.0,2.0,False,ppma,"['wrongPosition', 'unExpectedElements', 'missingElements']",['missingInfo'],['assert'],SubtreeMove_PasswordManagerSearchEntryByTagsTest_67_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI1-UL1-LI1
AttributeReplace,noneq,2.5,3.0,False,ppma,['brokenLink'],['wrongPage'],['executeAssertImmediate'],AttributeReplace_PasswordManagerSearchEntryByTagsTest_67_-HTML1-BODY1-DIV1-NAV1-UL1-LI1-H11-A1
TextReplace,noneq,2.0,2.0,False,ppma,['wrongElements'],['missingInfo'],['assert'],TextReplace_PasswordManagerCheckEntryTagsRemovedTest_33_-HTML1-BODY1-DIV1-FOOTER1-DIV1-A3
EventHandlerDelete,eq,0.5,0.0,False,ppma,['none'],['none'],['none'],EventHandlerDelete_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV3-TABLE1-TBODY1-TR3-TD4-A5
StyleColor,eq,0.5,0.0,False,ppma,['none'],['none'],['none'],StyleColor_PasswordManagerAddEntryTest_40_-HTML1-BODY1-DIV1-DIV1-DIV1-DIV2-DIV2
AttributeAdd,eq,0.5,0.0,False,ppma,['none'],['none'],['none'],AttributeAdd_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI1-UL1-LI4-A1
AttributeAdd,eq,0.5,0.0,False,ppma,['none'],['none'],['none'],AttributeAdd_PasswordManagerAddMultipleEntriesTest_118_-HTML1-BODY1-DIV1-NAV1-SECTION1-UL1-LI1-UL1-LI1-A1
